Time (hr),Time (month),Tb (C),GHE ExFT (C)
7096,9.731182796,-0.515182829,-4.793747974
7097,9.732526882,-0.515323601,-4.793885965
7098,9.733870968,-0.515464354,-4.794023936
7099,9.735215054,-0.515605086,-4.794161888
7100,9.73655914,-0.515745798,-4.79429982
7101,9.737903226,-0.51588649,-4.794437733
7102,9.739247312,-0.516027163,-4.794575626
7103,9.740591398,-0.516167815,-4.794713499
7104,9.741935484,-0.516308448,-4.794851353
7105,9.74327957,-0.51644906,-4.794989188
7106,9.744623656,-0.516589653,-4.795127003
7107,9.745967742,-0.516730226,-4.795264798
7108,9.747311828,-0.516870779,-4.795402574
7109,9.748655914,-0.517011312,-4.795540331
7110,9.75,-0.517151825,-4.795678068
7111,9.751344086,-0.517292318,-4.795815785
7112,9.752688172,-0.517432791,-4.795953483
7113,9.754032258,-0.517573245,-4.796091162
7114,9.755376344,-0.517713678,-4.796228821
7115,9.75672043,-0.517854092,-4.79636646
7116,9.758064516,-0.517994486,-4.79650408
7117,9.759408602,-0.51813486,-4.796641681
7118,9.760752688,-0.518275214,-4.796779262
7119,9.762096774,-0.518415548,-4.796916824
7120,9.76344086,-0.518555863,-4.797054366
7121,9.764784946,-0.518696158,-4.797191889
7122,9.766129032,-0.518836432,-4.797329392
7123,9.767473118,-0.518976687,-4.797466876
7124,9.768817204,-0.519116923,-4.797604341
7125,9.77016129,-0.519257138,-4.797741786
7126,9.771505376,-0.519397334,-4.797879212
7127,9.772849462,-0.51953751,-4.798016618
7128,9.774193548,-0.519677666,-4.798154005
7129,9.775537634,-0.519817802,-4.798291373
7130,9.77688172,-0.519957918,-4.798428721
7131,9.778225806,-0.520098015,-4.79856605
7132,9.779569892,-0.520238092,-4.798703359
7133,9.780913978,-0.520378149,-4.798840649
7134,9.782258065,-0.520518186,-4.79897792
7135,9.783602151,-0.520658204,-4.799115171
7136,9.784946237,-0.520798202,-4.799252403
7137,9.786290323,-0.52093818,-4.799389615
7138,9.787634409,-0.521078139,-4.799526809
7139,9.788978495,-0.521218077,-4.799663983
7140,9.790322581,-0.521357996,-4.799801137
7141,9.791666667,-0.521497895,-4.799938272
7142,9.793010753,-0.521637775,-4.800075388
7143,9.794354839,-0.521777635,-4.800212485
7144,9.795698925,-0.521917475,-4.800349562
7145,9.797043011,-0.522057295,-4.80048662
7146,9.798387097,-0.522197096,-4.800623659
7147,9.799731183,-0.522336877,-4.800760678
7148,9.801075269,-0.522476638,-4.800897678
7149,9.802419355,-0.52261638,-4.801034659
7150,9.803763441,-0.522756102,-4.801171621
7151,9.805107527,-0.522895804,-4.801308563
7152,9.806451613,-0.523035487,-4.801445486
7153,9.807795699,-0.52317515,-4.801582389
7154,9.809139785,-0.523314794,-4.801719274
7155,9.810483871,-0.523454417,-4.801856139
7156,9.811827957,-0.523594021,-4.801992985
7157,9.813172043,-0.523733606,-4.802129812
7158,9.814516129,-0.523873171,-4.802266619
7159,9.815860215,-0.524012716,-4.802403407
7160,9.817204301,-0.524152242,-4.802540176
7161,9.818548387,-0.524291748,-4.802676926
7162,9.819892473,-0.524431234,-4.802813657
7163,9.821236559,-0.524570701,-4.802950368
7164,9.822580645,-0.524710148,-4.80308706
7165,9.823924731,-0.524849576,-4.803223733
7166,9.825268817,-0.524988984,-4.803360387
7167,9.826612903,-0.525128372,-4.803497021
7168,9.827956989,-0.525267741,-4.803633637
7169,9.829301075,-0.52540709,-4.803770233
7170,9.830645161,-0.52554642,-4.80390681
7171,9.831989247,-0.52568573,-4.804043368
7172,9.833333333,-0.525825021,-4.804179906
7173,9.834677419,-0.525964292,-4.804316426
7174,9.836021505,-0.526103543,-4.804452926
7175,9.837365591,-0.526242775,-4.804589407
7176,9.838709677,-0.526381988,-4.804725869
7177,9.840053763,-0.526521181,-4.804862312
7178,9.841397849,-0.526660354,-4.804998736
7179,9.842741935,-0.526799508,-4.805135141
7180,9.844086022,-0.526938643,-4.805271526
7181,9.845430108,-0.527077758,-4.805407892
7182,9.846774194,-0.527216853,-4.80554424
7183,9.84811828,-0.527355929,-4.805680568
7184,9.849462366,-0.527494985,-4.805816877
7185,9.850806452,-0.527634022,-4.805953167
7186,9.852150538,-0.52777304,-4.806089438
7187,9.853494624,-0.527912038,-4.80622569
7188,9.85483871,-0.528051016,-4.806361922
7189,9.856182796,-0.528189975,-4.806498136
7190,9.857526882,-0.528328915,-4.806634331
7191,9.858870968,-0.528467835,-4.806770506
7192,9.860215054,-0.528606736,-4.806906663
7193,9.86155914,-0.528745617,-4.8070428
7194,9.862903226,-0.528884479,-4.807178918
7195,9.864247312,-0.529023322,-4.807315018
7196,9.865591398,-0.529162145,-4.807451098
7197,9.866935484,-0.529300948,-4.807587159
7198,9.86827957,-0.529439732,-4.807723201
7199,9.869623656,-0.529578497,-4.807859225
7200,9.870967742,-0.529717243,-4.807995229
7201,9.872311828,-0.529855969,-4.808131214
7202,9.873655914,-0.529994675,-4.80826718
7203,9.875,-0.530133362,-4.808403127
7204,9.876344086,-0.53027203,-4.808539055
7205,9.877688172,-0.530410679,-4.808674965
7206,9.879032258,-0.530549308,-4.808810855
7207,9.880376344,-0.530687918,-4.808946726
7208,9.88172043,-0.530826508,-4.809082578
7209,9.883064516,-0.530965079,-4.809218411
7210,9.884408602,-0.531103631,-4.809354226
7211,9.885752688,-0.531242163,-4.809490021
7212,9.887096774,-0.531380676,-4.809625797
7213,9.88844086,-0.53151917,-4.809761555
7214,9.889784946,-0.531657644,-4.809897293
7215,9.891129032,-0.531796099,-4.810033013
7216,9.892473118,-0.531934535,-4.810168713
7217,9.893817204,-0.532072951,-4.810304395
7218,9.89516129,-0.532211348,-4.810440058
7219,9.896505376,-0.532349726,-4.810575702
7220,9.897849462,-0.532488084,-4.810711327
7221,9.899193548,-0.532626423,-4.810846933
7222,9.900537634,-0.532764743,-4.81098252
7223,9.90188172,-0.532903044,-4.811118088
7224,9.903225806,-0.533041325,-4.811253637
7225,9.904569892,-0.533179587,-4.811389168
7226,9.905913978,-0.53331783,-4.811524679
7227,9.907258065,-0.533456054,-4.811660172
7228,9.908602151,-0.533594258,-4.811795646
7229,9.909946237,-0.533732443,-4.811931101
7230,9.911290323,-0.533870609,-4.812066537
7231,9.912634409,-0.534008756,-4.812201954
7232,9.913978495,-0.534146883,-4.812337352
7233,9.915322581,-0.534284991,-4.812472732
7234,9.916666667,-0.53442308,-4.812608092
7235,9.918010753,-0.53456115,-4.812743434
7236,9.919354839,-0.5346992,-4.812878757
7237,9.920698925,-0.534837231,-4.813014061
7238,9.922043011,-0.534975244,-4.813149347
7239,9.923387097,-0.535113236,-4.813284613
7240,9.924731183,-0.53525121,-4.813419861
7241,9.926075269,-0.535389165,-4.81355509
7242,9.927419355,-0.5355271,-4.8136903
7243,9.928763441,-0.535665016,-4.813825491
7244,9.930107527,-0.535802913,-4.813960664
7245,9.931451613,-0.535940791,-4.814095818
7246,9.932795699,-0.53607865,-4.814230953
7247,9.934139785,-0.536216489,-4.814366069
7248,9.935483871,-0.53635431,-4.814501166
7249,9.936827957,-0.536492111,-4.814636245
7250,9.938172043,-0.536629893,-4.814771305
7251,9.939516129,-0.536767656,-4.814906346
7252,9.940860215,-0.5369054,-4.815041369
7253,9.942204301,-0.537043124,-4.815176372
7254,9.943548387,-0.53718083,-4.815311357
7255,9.944892473,-0.537318516,-4.815446323
7256,9.946236559,-0.537456184,-4.815581271
7257,9.947580645,-0.537593832,-4.8157162
7258,9.948924731,-0.537731461,-4.81585111
7259,9.950268817,-0.537869071,-4.815986001
7260,9.951612903,-0.538006662,-4.816120873
7261,9.952956989,-0.538144234,-4.816255727
7262,9.954301075,-0.538281787,-4.816390563
7263,9.955645161,-0.538419321,-4.816525379
7264,9.956989247,-0.538556836,-4.816660177
7265,9.958333333,-0.538694331,-4.816794956
7266,9.959677419,-0.538831808,-4.816929717
7267,9.961021505,-0.538969266,-4.817064458
7268,9.962365591,-0.539106704,-4.817199182
7269,9.963709677,-0.539244124,-4.817333886
7270,9.965053763,-0.539381524,-4.817468572
7271,9.966397849,-0.539518906,-4.817603239
7272,9.967741935,-0.539656268,-4.817737887
7273,9.969086022,-0.539793611,-4.817872517
7274,9.970430108,-0.539930936,-4.818007129
7275,9.971774194,-0.540068241,-4.818141721
7276,9.97311828,-0.540205527,-4.818276295
7277,9.974462366,-0.540342795,-4.818410851
7278,9.975806452,-0.540480043,-4.818545387
7279,9.977150538,-0.540617273,-4.818679905
7280,9.978494624,-0.540754483,-4.818814405
7281,9.97983871,-0.540891674,-4.818948886
7282,9.981182796,-0.541028847,-4.819083348
7283,9.982526882,-0.541166,-4.819217792
7284,9.983870968,-0.541303135,-4.819352217
7285,9.985215054,-0.541440251,-4.819486624
7286,9.98655914,-0.541577347,-4.819621012
7287,9.987903226,-0.541714425,-4.819755381
7288,9.989247312,-0.541851484,-4.819889732
7289,9.990591398,-0.541988524,-4.820024064
7290,9.991935484,-0.542125544,-4.820158378
7291,9.99327957,-0.542262546,-4.820292673
7292,9.994623656,-0.542399529,-4.82042695
7293,9.995967742,-0.542536494,-4.820561208
7294,9.997311828,-0.542673439,-4.820695448
7295,9.998655914,-0.542810365,-4.820829669
7296,10,-0.542947273,-4.820963871
7297,10.00138889,-0.543084161,-4.821098055
7298,10.00277778,-0.543221031,-4.821232221
7299,10.00416667,-0.543357882,-4.821366368
7300,10.00555556,-0.543494713,-4.821500496
7301,10.00694444,-0.543631526,-4.821634606
7302,10.00833333,-0.543768321,-4.821768698
7303,10.00972222,-0.543905096,-4.821902771
7304,10.01111111,-0.544041852,-4.822036825
7305,10.0125,-0.54417859,-4.822170861
7306,10.01388889,-0.544315309,-4.822304879
7307,10.01527778,-0.544452009,-4.822438878
7308,10.01666667,-0.54458869,-4.822572859
7309,10.01805556,-0.544725352,-4.822706821
7310,10.01944444,-0.544861995,-4.822840765
7311,10.02083333,-0.54499862,-4.82297469
7312,10.02222222,-0.545135226,-4.823108597
7313,10.02361111,-0.545271813,-4.823242485
7314,10.025,-0.545408381,-4.823376355
7315,10.02638889,-0.54554493,-4.823510207
7316,10.02777778,-0.545681461,-4.82364404
7317,10.02916667,-0.545817972,-4.823777854
7318,10.03055556,-0.545954465,-4.823911651
7319,10.03194444,-0.54609094,-4.824045429
7320,10.03333333,-0.546227395,-4.824179188
7321,10.03472222,-0.546363832,-4.824312929
7322,10.03611111,-0.54650025,-4.824446652
7323,10.0375,-0.546636649,-4.824580356
7324,10.03888889,-0.546773029,-4.824714042
7325,10.04027778,-0.546909391,-4.824847709
7326,10.04166667,-0.547045734,-4.824981359
7327,10.04305556,-0.547182058,-4.825114989
7328,10.04444444,-0.547318363,-4.825248602
7329,10.04583333,-0.54745465,-4.825382196
7330,10.04722222,-0.547590918,-4.825515771
7331,10.04861111,-0.547727167,-4.825649329
7332,10.05,-0.547863398,-4.825782868
7333,10.05138889,-0.547999609,-4.825916388
7334,10.05277778,-0.548135802,-4.826049891
7335,10.05416667,-0.548271977,-4.826183375
7336,10.05555556,-0.548408133,-4.82631684
7337,10.05694444,-0.54854427,-4.826450288
7338,10.05833333,-0.548680388,-4.826583717
7339,10.05972222,-0.548816488,-4.826717128
7340,10.06111111,-0.548952569,-4.82685052
7341,10.0625,-0.549088631,-4.826983894
7342,10.06388889,-0.549224675,-4.82711725
7343,10.06527778,-0.5493607,-4.827250587
7344,10.06666667,-0.549496706,-4.827383907
7345,10.06805556,-0.549632694,-4.827517208
7346,10.06944444,-0.549768663,-4.82765049
7347,10.07083333,-0.549904613,-4.827783755
7348,10.07222222,-0.550040545,-4.827917001
7349,10.07361111,-0.550176458,-4.828050229
7350,10.075,-0.550312353,-4.828183439
7351,10.07638889,-0.550448229,-4.82831663
7352,10.07777778,-0.550584086,-4.828449803
7353,10.07916667,-0.550719925,-4.828582958
7354,10.08055556,-0.550855745,-4.828716095
7355,10.08194444,-0.550991546,-4.828849213
7356,10.08333333,-0.551127329,-4.828982313
7357,10.08472222,-0.551263093,-4.829115395
7358,10.08611111,-0.551398839,-4.829248459
7359,10.0875,-0.551534566,-4.829381505
7360,10.08888889,-0.551670275,-4.829514532
7361,10.09027778,-0.551805965,-4.829647541
7362,10.09166667,-0.551941636,-4.829780532
7363,10.09305556,-0.552077289,-4.829913505
7364,10.09444444,-0.552212924,-4.83004646
7365,10.09583333,-0.552348539,-4.830179396
7366,10.09722222,-0.552484137,-4.830312314
7367,10.09861111,-0.552619715,-4.830445214
7368,10.1,-0.552755276,-4.830578096
7369,10.10138889,-0.552890817,-4.83071096
7370,10.10277778,-0.55302634,-4.830843806
7371,10.10416667,-0.553161845,-4.830976633
7372,10.10555556,-0.553297331,-4.831109442
7373,10.10694444,-0.553432799,-4.831242234
7374,10.10833333,-0.553568248,-4.831375007
7375,10.10972222,-0.553703678,-4.831507761
7376,10.11111111,-0.553839091,-4.831640498
7377,10.1125,-0.553974484,-4.831773217
7378,10.11388889,-0.554109859,-4.831905917
7379,10.11527778,-0.554245216,-4.8320386
7380,10.11666667,-0.554380554,-4.832171264
7381,10.11805556,-0.554515874,-4.83230391
7382,10.11944444,-0.554651175,-4.832436538
7383,10.12083333,-0.554786458,-4.832569148
7384,10.12222222,-0.554921722,-4.83270174
7385,10.12361111,-0.555056968,-4.832834314
7386,10.125,-0.555192196,-4.83296687
7387,10.12638889,-0.555327405,-4.833099407
7388,10.12777778,-0.555462595,-4.833231927
7389,10.12916667,-0.555597767,-4.833364429
7390,10.13055556,-0.555732921,-4.833496912
7391,10.13194444,-0.555868056,-4.833629378
7392,10.13333333,-0.556003173,-4.833761825
7393,10.13472222,-0.556138272,-4.833894254
7394,10.13611111,-0.556273352,-4.834026666
7395,10.1375,-0.556408414,-4.834159059
7396,10.13888889,-0.556543457,-4.834291434
7397,10.14027778,-0.556678482,-4.834423791
7398,10.14166667,-0.556813488,-4.83455613
7399,10.14305556,-0.556948477,-4.834688452
7400,10.14444444,-0.557083446,-4.834820755
7401,10.14583333,-0.557218398,-4.83495304
7402,10.14722222,-0.557353331,-4.835085307
7403,10.14861111,-0.557488245,-4.835217556
7404,10.15,-0.557623142,-4.835349787
7405,10.15138889,-0.55775802,-4.835482001
7406,10.15277778,-0.557892879,-4.835614196
7407,10.15416667,-0.558027721,-4.835746373
7408,10.15555556,-0.558162544,-4.835878532
7409,10.15694444,-0.558297348,-4.836010674
7410,10.15833333,-0.558432135,-4.836142797
7411,10.15972222,-0.558566903,-4.836274902
7412,10.16111111,-0.558701652,-4.83640699
7413,10.1625,-0.558836384,-4.836539059
7414,10.16388889,-0.558971097,-4.836671111
7415,10.16527778,-0.559105792,-4.836803144
7416,10.16666667,-0.559240468,-4.83693516
7417,10.16805556,-0.559375126,-4.837067158
7418,10.16944444,-0.559509766,-4.837199137
7419,10.17083333,-0.559644388,-4.837331099
7420,10.17222222,-0.559778991,-4.837463043
7421,10.17361111,-0.559913576,-4.837594969
7422,10.175,-0.560048143,-4.837726878
7423,10.17638889,-0.560182691,-4.837858768
7424,10.17777778,-0.560317222,-4.83799064
7425,10.17916667,-0.560451734,-4.838122495
7426,10.18055556,-0.560586228,-4.838254331
7427,10.18194444,-0.560720703,-4.83838615
7428,10.18333333,-0.56085516,-4.838517951
7429,10.18472222,-0.5609896,-4.838649734
7430,10.18611111,-0.56112402,-4.838781499
7431,10.1875,-0.561258423,-4.838913246
7432,10.18888889,-0.561392807,-4.839044975
7433,10.19027778,-0.561527174,-4.839176687
7434,10.19166667,-0.561661522,-4.839308381
7435,10.19305556,-0.561795851,-4.839440056
7436,10.19444444,-0.561930163,-4.839571714
7437,10.19583333,-0.562064456,-4.839703355
7438,10.19722222,-0.562198732,-4.839834977
7439,10.19861111,-0.562332989,-4.839966581
7440,10.2,-0.562467228,-4.840098168
7441,10.20138889,-0.562601448,-4.840229737
7442,10.20277778,-0.562735651,-4.840361288
7443,10.20416667,-0.562869835,-4.840492821
7444,10.20555556,-0.563004001,-4.840624337
7445,10.20694444,-0.563138149,-4.840755834
7446,10.20833333,-0.563272279,-4.840887314
7447,10.20972222,-0.563406391,-4.841018776
7448,10.21111111,-0.563540485,-4.841150221
7449,10.2125,-0.56367456,-4.841281647
7450,10.21388889,-0.563808618,-4.841413056
7451,10.21527778,-0.563942657,-4.841544447
7452,10.21666667,-0.564076678,-4.84167582
7453,10.21805556,-0.564210681,-4.841807176
7454,10.21944444,-0.564344666,-4.841938513
7455,10.22083333,-0.564478633,-4.842069833
7456,10.22222222,-0.564612581,-4.842201136
7457,10.22361111,-0.564746512,-4.84233242
7458,10.225,-0.564880424,-4.842463687
7459,10.22638889,-0.565014319,-4.842594936
7460,10.22777778,-0.565148195,-4.842726167
7461,10.22916667,-0.565282053,-4.842857381
7462,10.23055556,-0.565415894,-4.842988577
7463,10.23194444,-0.565549716,-4.843119755
7464,10.23333333,-0.56568352,-4.843250915
7465,10.23472222,-0.565817306,-4.843382058
7466,10.23611111,-0.565951074,-4.843513183
7467,10.2375,-0.566084824,-4.843644291
7468,10.23888889,-0.566218555,-4.84377538
7469,10.24027778,-0.566352269,-4.843906452
7470,10.24166667,-0.566485965,-4.844037507
7471,10.24305556,-0.566619643,-4.844168543
7472,10.24444444,-0.566753303,-4.844299562
7473,10.24583333,-0.566886944,-4.844430564
7474,10.24722222,-0.567020568,-4.844561548
7475,10.24861111,-0.567154174,-4.844692514
7476,10.25,-0.567287761,-4.844823462
7477,10.25138889,-0.567421331,-4.844954393
7478,10.25277778,-0.567554883,-4.845085306
7479,10.25416667,-0.567688417,-4.845216201
7480,10.25555556,-0.567821932,-4.845347079
7481,10.25694444,-0.56795543,-4.845477939
7482,10.25833333,-0.56808891,-4.845608782
7483,10.25972222,-0.568222372,-4.845739607
7484,10.26111111,-0.568355816,-4.845870414
7485,10.2625,-0.568489241,-4.846001204
7486,10.26388889,-0.568622649,-4.846131976
7487,10.26527778,-0.568756039,-4.846262731
7488,10.26666667,-0.568889411,-4.846393468
7489,10.26805556,-0.569022765,-4.846524187
7490,10.26944444,-0.569156102,-4.846654889
7491,10.27083333,-0.56928942,-4.846785573
7492,10.27222222,-0.56942272,-4.84691624
7493,10.27361111,-0.569556003,-4.847046889
7494,10.275,-0.569689267,-4.847177521
7495,10.27638889,-0.569822514,-4.847308135
7496,10.27777778,-0.569955742,-4.847438731
7497,10.27916667,-0.570088953,-4.84756931
7498,10.28055556,-0.570222146,-4.847699871
7499,10.28194444,-0.570355321,-4.847830415
7500,10.28333333,-0.570488478,-4.847960941
7501,10.28472222,-0.570621617,-4.84809145
7502,10.28611111,-0.570754738,-4.848221941
7503,10.2875,-0.570887842,-4.848352415
7504,10.28888889,-0.571020927,-4.848482871
7505,10.29027778,-0.571153995,-4.84861331
7506,10.29166667,-0.571287045,-4.848743731
7507,10.29305556,-0.571420077,-4.848874134
7508,10.29444444,-0.571553091,-4.849004521
7509,10.29583333,-0.571686087,-4.849134889
7510,10.29722222,-0.571819065,-4.84926524
7511,10.29861111,-0.571952026,-4.849395574
7512,10.3,-0.572084969,-4.84952589
7513,10.30138889,-0.572217894,-4.849656189
7514,10.30277778,-0.572350801,-4.84978647
7515,10.30416667,-0.57248369,-4.849916734
7516,10.30555556,-0.572616562,-4.85004698
7517,10.30694444,-0.572749415,-4.850177209
7518,10.30833333,-0.572882251,-4.850307421
7519,10.30972222,-0.573015069,-4.850437615
7520,10.31111111,-0.57314787,-4.850567791
7521,10.3125,-0.573280652,-4.85069795
7522,10.31388889,-0.573413417,-4.850828092
7523,10.31527778,-0.573546164,-4.850958216
7524,10.31666667,-0.573678893,-4.851088323
7525,10.31805556,-0.573811604,-4.851218412
7526,10.31944444,-0.573944298,-4.851348484
7527,10.32083333,-0.574076974,-4.851478539
7528,10.32222222,-0.574209632,-4.851608576
7529,10.32361111,-0.574342272,-4.851738596
7530,10.325,-0.574474895,-4.851868598
7531,10.32638889,-0.574607499,-4.851998583
7532,10.32777778,-0.574740087,-4.85212855
7533,10.32916667,-0.574872656,-4.852258501
7534,10.33055556,-0.575005208,-4.852388433
7535,10.33194444,-0.575137742,-4.852518349
7536,10.33333333,-0.575270258,-4.852648247
7537,10.33472222,-0.575402756,-4.852778128
7538,10.33611111,-0.575535237,-4.852907991
7539,10.3375,-0.5756677,-4.853037837
7540,10.33888889,-0.575800146,-4.853167666
7541,10.34027778,-0.575932573,-4.853297477
7542,10.34166667,-0.576064983,-4.853427271
7543,10.34305556,-0.576197376,-4.853557048
7544,10.34444444,-0.57632975,-4.853686807
7545,10.34583333,-0.576462107,-4.853816549
7546,10.34722222,-0.576594446,-4.853946273
7547,10.34861111,-0.576726768,-4.854075981
7548,10.35,-0.576859072,-4.854205671
7549,10.35138889,-0.576991358,-4.854335343
7550,10.35277778,-0.577123627,-4.854464999
7551,10.35416667,-0.577255878,-4.854594637
7552,10.35555556,-0.577388111,-4.854724258
7553,10.35694444,-0.577520327,-4.854853861
7554,10.35833333,-0.577652525,-4.854983448
7555,10.35972222,-0.577784706,-4.855113016
7556,10.36111111,-0.577916868,-4.855242568
7557,10.3625,-0.578049014,-4.855372102
7558,10.36388889,-0.578181141,-4.85550162
7559,10.36527778,-0.578313251,-4.855631119
7560,10.36666667,-0.578445343,-4.855760602
7561,10.36805556,-0.578577418,-4.855890067
7562,10.36944444,-0.578709475,-4.856019516
7563,10.37083333,-0.578841515,-4.856148946
7564,10.37222222,-0.578973537,-4.85627836
7565,10.37361111,-0.579105541,-4.856407756
7566,10.375,-0.579237528,-4.856537135
7567,10.37638889,-0.579369497,-4.856666497
7568,10.37777778,-0.579501449,-4.856795842
7569,10.37916667,-0.579633383,-4.85692517
7570,10.38055556,-0.5797653,-4.85705448
7571,10.38194444,-0.579897199,-4.857183773
7572,10.38333333,-0.58002908,-4.857313049
7573,10.38472222,-0.580160944,-4.857442307
7574,10.38611111,-0.58029279,-4.857571549
7575,10.3875,-0.580424619,-4.857700773
7576,10.38888889,-0.580556431,-4.85782998
7577,10.39027778,-0.580688224,-4.85795917
7578,10.39166667,-0.580820001,-4.858088343
7579,10.39305556,-0.580951759,-4.858217498
7580,10.39444444,-0.581083501,-4.858346637
7581,10.39583333,-0.581215224,-4.858475758
7582,10.39722222,-0.58134693,-4.858604862
7583,10.39861111,-0.581478619,-4.858733949
7584,10.4,-0.58161029,-4.858863019
7585,10.40138889,-0.581741944,-4.858992071
7586,10.40277778,-0.58187358,-4.859121107
7587,10.40416667,-0.582005199,-4.859250125
7588,10.40555556,-0.5821368,-4.859379126
7589,10.40694444,-0.582268384,-4.85950811
7590,10.40833333,-0.58239995,-4.859637077
7591,10.40972222,-0.582531499,-4.859766027
7592,10.41111111,-0.582663031,-4.85989496
7593,10.4125,-0.582794544,-4.860023875
7594,10.41388889,-0.582926041,-4.860152774
7595,10.41527778,-0.58305752,-4.860281655
7596,10.41666667,-0.583188982,-4.86041052
7597,10.41805556,-0.583320426,-4.860539367
7598,10.41944444,-0.583451853,-4.860668197
7599,10.42083333,-0.583583262,-4.86079701
7600,10.42222222,-0.583714654,-4.860925806
7601,10.42361111,-0.583846028,-4.861054585
7602,10.425,-0.583977385,-4.861183347
7603,10.42638889,-0.584108725,-4.861312091
7604,10.42777778,-0.584240047,-4.861440819
7605,10.42916667,-0.584371352,-4.86156953
7606,10.43055556,-0.584502639,-4.861698223
7607,10.43194444,-0.584633909,-4.8618269
7608,10.43333333,-0.584765162,-4.861955559
7609,10.43472222,-0.584896397,-4.862084202
7610,10.43611111,-0.585027615,-4.862212827
7611,10.4375,-0.585158816,-4.862341436
7612,10.43888889,-0.585289999,-4.862470027
7613,10.44027778,-0.585421165,-4.862598601
7614,10.44166667,-0.585552313,-4.862727159
7615,10.44305556,-0.585683444,-4.862855699
7616,10.44444444,-0.585814558,-4.862984222
7617,10.44583333,-0.585945655,-4.863112729
7618,10.44722222,-0.586076734,-4.863241218
7619,10.44861111,-0.586207795,-4.86336969
7620,10.45,-0.58633884,-4.863498146
7621,10.45138889,-0.586469867,-4.863626584
7622,10.45277778,-0.586600877,-4.863755005
7623,10.45416667,-0.586731869,-4.86388341
7624,10.45555556,-0.586862844,-4.864011797
7625,10.45694444,-0.586993802,-4.864140168
7626,10.45833333,-0.587124742,-4.864268521
7627,10.45972222,-0.587255666,-4.864396858
7628,10.46111111,-0.587386572,-4.864525177
7629,10.4625,-0.58751746,-4.86465348
7630,10.46388889,-0.587648332,-4.864781766
7631,10.46527778,-0.587779186,-4.864910034
7632,10.46666667,-0.587910022,-4.865038286
7633,10.46805556,-0.588040842,-4.865166521
7634,10.46944444,-0.588171644,-4.865294739
7635,10.47083333,-0.588302429,-4.86542294
7636,10.47222222,-0.588433197,-4.865551124
7637,10.47361111,-0.588563947,-4.865679291
7638,10.475,-0.588694681,-4.865807442
7639,10.47638889,-0.588825397,-4.865935575
7640,10.47777778,-0.588956095,-4.866063692
7641,10.47916667,-0.589086777,-4.866191791
7642,10.48055556,-0.589217441,-4.866319874
7643,10.48194444,-0.589348088,-4.86644794
7644,10.48333333,-0.589478718,-4.866575989
7645,10.48472222,-0.58960933,-4.866704021
7646,10.48611111,-0.589739926,-4.866832036
7647,10.4875,-0.589870504,-4.866960034
7648,10.48888889,-0.590001065,-4.867088016
7649,10.49027778,-0.590131609,-4.86721598
7650,10.49166667,-0.590262135,-4.867343928
7651,10.49305556,-0.590392645,-4.867471859
7652,10.49444444,-0.590523137,-4.867599773
7653,10.49583333,-0.590653612,-4.86772767
7654,10.49722222,-0.59078407,-4.86785555
7655,10.49861111,-0.59091451,-4.867983414
7656,10.5,-0.591044934,-4.868111261
7657,10.50138889,-0.59117534,-4.868239091
7658,10.50277778,-0.591305729,-4.868366904
7659,10.50416667,-0.591436101,-4.8684947
7660,10.50555556,-0.591566456,-4.868622479
7661,10.50694444,-0.591696794,-4.868750242
7662,10.50833333,-0.591827114,-4.868877988
7663,10.50972222,-0.591957418,-4.869005717
7664,10.51111111,-0.592087704,-4.869133429
7665,10.5125,-0.592217973,-4.869261124
7666,10.51388889,-0.592348225,-4.869388803
7667,10.51527778,-0.59247846,-4.869516465
7668,10.51666667,-0.592608678,-4.86964411
7669,10.51805556,-0.592738879,-4.869771738
7670,10.51944444,-0.592869062,-4.86989935
7671,10.52083333,-0.592999229,-4.870026945
7672,10.52222222,-0.593129378,-4.870154523
7673,10.52361111,-0.593259511,-4.870282084
7674,10.525,-0.593389626,-4.870409628
7675,10.52638889,-0.593519724,-4.870537156
7676,10.52777778,-0.593649805,-4.870664667
7677,10.52916667,-0.593779869,-4.870792161
7678,10.53055556,-0.593909916,-4.870919639
7679,10.53194444,-0.594039946,-4.8710471
7680,10.53333333,-0.594169959,-4.871174544
7681,10.53472222,-0.594299954,-4.871301971
7682,10.53611111,-0.594429933,-4.871429382
7683,10.5375,-0.594559895,-4.871556776
7684,10.53888889,-0.594689839,-4.871684153
7685,10.54027778,-0.594819767,-4.871811514
7686,10.54166667,-0.594949677,-4.871938858
7687,10.54305556,-0.595079571,-4.872066185
7688,10.54444444,-0.595209447,-4.872193495
7689,10.54583333,-0.595339307,-4.872320789
7690,10.54722222,-0.595469149,-4.872448066
7691,10.54861111,-0.595598974,-4.872575326
7692,10.55,-0.595728783,-4.87270257
7693,10.55138889,-0.595858574,-4.872829797
7694,10.55277778,-0.595988349,-4.872957008
7695,10.55416667,-0.596118106,-4.873084201
7696,10.55555556,-0.596247846,-4.873211379
7697,10.55694444,-0.59637757,-4.873338539
7698,10.55833333,-0.596507276,-4.873465683
7699,10.55972222,-0.596636966,-4.87359281
7700,10.56111111,-0.596766638,-4.87371992
7701,10.5625,-0.596896294,-4.873847014
7702,10.56388889,-0.597025932,-4.873974092
7703,10.56527778,-0.597155554,-4.874101152
7704,10.56666667,-0.597285158,-4.874228196
7705,10.56805556,-0.597414746,-4.874355224
